State		Name		Frequency 		CumlFreq		Rank		City
US-TX		FRANCE		0.006		53.211		2209		Houston
US-TX		DUPRE		0.006		53.217		2210		Houston
US-TX		ALBRECHT		0.006		53.223		2211		Austin
US-TX		SAMPLE		0.006		53.228		2212		Austin
US-TX		LAWLER		0.006		53.234		2213		Austin
US-TX		CRISP		0.006		53.24		2214		Dallas
US-TX		CONROY		0.006		53.245		2215		Dallas
US-TX		CHADWICK		0.006		53.251		2216		Houston
US-TX		WETZEL		0.006		53.257		2217		Dallas
US-TX		NESBITT		0.006		53.262		2218		Houston
US-TX		MURRY		0.006		53.268		2219		Dallas
US-TX		JAMESON		0.006		53.274		2220		Dallas
US-TX		WILHELM		0.006		53.279		2221		Houston
US-TX		PATTEN		0.006		53.285		2222		Houston
US-TX		MINTON		0.006		53.291		2223		Austin
US-TX		MATSON		0.006		53.296		2224		Houston
US-TX		KIMBROUGH		0.006		53.302		2225		Houston
US-TX		IVERSON		0.006		53.307		2226		Houston
US-TX		GUINN		0.006		53.313		2227		Dallas
US-TX		GALE		0.006		53.319		2228		Dallas
US-TX		FORTUNE		0.006		53.324		2229		Houston
US-TX		CROFT		0.006		53.33		2230		Dallas
US-TX		TOTH		0.006		53.336		2231		Austin
US-TX		PULLIAM		0.006		53.341		2232		Houston
US-TX		NUGENT		0.006		53.347		2233		Houston
US-TX		NEWBY		0.006		53.352		2234		Austin
US-TX		LITTLEJOHN		0.006		53.358		2235		Houston
US-TX		DIAS		0.006		53.364		2236		Dallas
US-TX		CANALES		0.006		53.369		2237		Houston
US-TX		BERNIER		0.006		53.375		2238		Austin
US-TX		BARON		0.006		53.38		2239		Houston
US-TX		BARNEY		0.006		53.386		2240		Dallas
US-TX		SINGLETARY		0.006		53.392		2241		Houston
US-TX		RENTERIA		0.006		53.397		2242		Austin
US-TX		PRUETT		0.006		53.403		2243		Dallas
US-TX		MCHUGH		0.006		53.408		2244		Austin
US-TX		MABRY		0.006		53.414		2245		Austin
US-TX		LANDRUM		0.006		53.42		2246		Dallas
US-TX		BROWER		0.006		53.425		2247		Austin
US-TX		WELDON		0.006		53.431		2248		Austin
US-TX		STODDARD		0.006		53.436		2249		Houston
US-TX		RUTH		0.006		53.442		2250		Austin
US-TX		CAGLE		0.006		53.448		2251		Dallas
US-TX		STJOHN		0.006		53.453		2252		Dallas
US-TX		SCALES		0.006		53.459		2253		Houston
US-TX		KOHLER		0.006		53.464		2254		Houston
US-TX		KELLOGG		0.006		53.47		2255		Houston
US-TX		HOPSON		0.006		53.475		2256		Dallas
US-TX		GANT		0.006		53.481		2257		Austin
US-TX		THARP		0.006		53.486		2258		Dallas
US-TX		GANN		0.006		53.492		2259		Dallas
US-TX		ZEIGLER		0.006		53.498		2260		Houston
US-TX		PRINGLE		0.006		53.503		2261		Houston
US-TX		HAMMONS		0.006		53.509		2262		Houston
US-TX		FAIRCHILD		0.006		53.514		2263		Austin
US-TX		DEATON		0.006		53.52		2264		Dallas
US-TX		CHAVIS		0.006		53.525		2265		Austin
US-TX		CARNES		0.006		53.531		2266		Austin
US-TX		ROWLEY		0.006		53.536		2267		Austin
US-TX		MATLOCK		0.006		53.542		2268		Dallas
US-TX		LIBBY		0.006		53.547		2269		Houston
US-TX		KEARNS		0.006		53.553		2270		Houston
US-TX		IRIZARRY		0.006		53.558		2271		Austin
US-TX		CARRINGTON		0.006		53.564		2272		Austin
US-TX		STARKEY		0.006		53.569		2273		Dallas
US-TX		PEPPER		0.006		53.575		2274		Austin
US-TX		LOPES		0.006		53.58		2275		Austin
US-TX		JARRELL		0.006		53.586		2276		Dallas
US-TX		FAY		0.006		53.591		2277		Houston
US-TX		CRAVEN		0.006		53.597		2278		Houston
US-TX		BEVERLY		0.006		53.602		2279		Dallas
US-TX		BAUM		0.006		53.608		2280		Dallas
US-TX		SPAIN		0.005		53.613		2281		Houston
US-TX		LITTLEFIELD		0.005		53.619		2282		Dallas
US-TX		LINN		0.005		53.624		2283		Dallas
US-TX		HUMPHREYS		0.005		53.63		2284		Dallas
US-TX		HOOK		0.005		53.635		2285		Austin
US-TX		HIGH		0.005		53.641		2286		Houston
US-TX		ETHERIDGE		0.005		53.646		2287		Houston
US-TX		CUELLAR		0.005		53.652		2288		Dallas
US-TX		CHASTAIN		0.005		53.657		2289		Houston
US-TX		CHANCE		0.005		53.663		2290		Houston
US-TX		BUNDY		0.005		53.668		2291		Dallas
US-TX		SPEER		0.005		53.674		2292		Houston
US-TX		SKELTON		0.005		53.679		2293		Austin
US-TX		QUIROZ		0.005		53.685		2294		Houston
US-TX		PYLE		0.005		53.69		2295		Houston
US-TX		PORTILLO		0.005		53.696		2296		Houston
US-TX		PONDER		0.005		53.701		2297		Austin
US-TX		MOULTON		0.005		53.706		2298		Austin
US-TX		MACHADO		0.005		53.712		2299		Dallas
US-TX		LIU		0.005		53.717		2300		Dallas
US-TX		KILLIAN		0.005		53.723		2301		Austin
US-TX		HUTSON		0.005		53.728		2302		Austin
US-TX		HITCHCOCK		0.005		53.734		2303		Dallas
US-TX		ELLSWORTH		0.005		53.739		2304		Dallas
US-TX		DOWLING		0.005		53.745		2305		Houston
US-TX		CLOUD		0.005		53.75		2306		Austin
US-TX		BURDICK		0.005		53.756		2307		Houston
US-TX		SPANN		0.005		53.761		2308		Houston
US-TX		PEDERSEN		0.005		53.767		2309		Austin
US-TX		LEVIN		0.005		53.772		2310		Dallas
US-TX		LEGGETT		0.005		53.778		2311		Houston
US-TX		HAYWARD		0.005		53.783		2312		Austin
US-TX		HACKER		0.005		53.788		2313		Austin
US-TX		DIETRICH		0.005		53.794		2314		Austin
US-TX		BEAULIEU		0.005		53.799		2315		Houston
US-TX		BARKSDALE		0.005		53.805		2316		Houston
US-TX		WAKEFIELD		0.005		53.81		2317		Austin
US-TX		SNOWDEN		0.005		53.816		2318		Houston
US-TX		PARIS		0.005		53.821		2319		Houston
US-TX		BRISCOE		0.005		53.827		2320		Dallas
US-TX		BOWIE		0.005		53.832		2321		Houston
US-TX		BERMAN		0.005		53.837		2322		Dallas
US-TX		OGLE		0.005		53.843		2323		Houston
US-TX		MCGREGOR		0.005		53.848		2324		Austin
US-TX		LAUGHLIN		0.005		53.854		2325		Dallas
US-TX		HELM		0.005		53.859		2326		Austin
US-TX		BURDEN		0.005		53.864		2327		Austin
US-TX		WHEATLEY		0.005		53.87		2328		Houston
US-TX		SCHREIBER		0.005		53.875		2329		Dallas
US-TX		PRESSLEY		0.005		53.881		2330		Houston
US-TX		PARRIS		0.005		53.886		2331		Houston
US-TX		NG		0.005		53.892		2332		Austin
US-TX		ALANIZ		0.005		53.897		2333		Dallas
US-TX		AGEE		0.005		53.902		2334		Austin
US-TX		URBAN		0.005		53.908		2335		Houston
US-TX		SWANN		0.005		53.913		2336		Houston
US-TX		SNODGRASS		0.005		53.919		2337		Dallas
US-TX		SCHUSTER		0.005		53.924		2338		Dallas
US-TX		RADFORD		0.005		53.929		2339		Houston
US-TX		MONK		0.005		53.935		2340		Houston
US-TX		MATTINGLY		0.005		53.94		2341		Dallas
US-TX		MAIN		0.005		53.945		2342		Austin
US-TX		LAMAR		0.005		53.951		2343		Houston
US-TX		HARP		0.005		53.956		2344		Dallas
US-TX		GIRARD		0.005		53.962		2345		Austin
US-TX		CHENEY		0.005		53.967		2346		Houston
US-TX		YANCEY		0.005		53.972		2347		Dallas
US-TX		WAGONER		0.005		53.978		2348		Austin
US-TX		RIDLEY		0.005		53.983		2349		Austin
US-TX		LOMBARDO		0.005		53.988		2350		Austin
US-TX		LAU		0.005		53.994		2351		Dallas
US-TX		HUDGINS		0.005		53.999		2352		Dallas
US-TX		GASKINS		0.005		54.005		2353		Austin
US-TX		DUCKWORTH		0.005		54.01		2354		Dallas
US-TX		COE		0.005		54.015		2355		Houston
US-TX		COBURN		0.005		54.021		2356		Austin
US-TX		WILLEY		0.005		54.026		2357		Dallas
US-TX		PRADO		0.005		54.031		2358		Dallas
US-TX		NEWBERRY		0.005		54.037		2359		Dallas
US-TX		MAGANA		0.005		54.042		2360		Dallas
US-TX		HAMMONDS		0.005		54.048		2361		Dallas
US-TX		ELAM		0.005		54.053		2362		Houston
US-TX		WHIPPLE		0.005		54.058		2363		Austin
US-TX		SLADE		0.005		54.064		2364		Austin
US-TX		SERNA		0.005		54.069		2365		Houston
US-TX		OJEDA		0.005		54.074		2366		Dallas
US-TX		LILES		0.005		54.08		2367		Austin
US-TX		DORMAN		0.005		54.085		2368		Austin
US-TX		DIEHL		0.005		54.09		2369		Houston
US-TX		ANGEL		0.005		54.096		2370		Austin
US-TX		UPTON		0.005		54.101		2371		Houston
US-TX		REARDON		0.005		54.106		2372		Houston
US-TX		MICHAELS		0.005		54.112		2373		Austin
US-TX		KELSEY		0.005		54.117		2374		Austin
US-TX		GOETZ		0.005		54.122		2375		Austin
US-TX		ELLER		0.005		54.128		2376		Dallas
US-TX		BAUMAN		0.005		54.133		2377		Houston
US-TX		BAER		0.005		54.138		2378		Houston
US-TX		AUGUSTINE		0.005		54.144		2379		Houston
US-TX		LAYNE		0.005		54.149		2380		Dallas
US-TX		HUMMEL		0.005		54.154		2381		Dallas
US-TX		BRENNER		0.005		54.159		2382		Austin
US-TX		AMAYA		0.005		54.165		2383		Dallas
US-TX		ADAMSON		0.005		54.17		2384		Dallas
US-TX		ORNELAS		0.005		54.175		2385		Dallas
US-TX		DOWELL		0.005		54.181		2386		Austin
US-TX		CLOUTIER		0.005		54.186		2387		Houston
US-TX		CHRISTY		0.005		54.191		2388		Dallas
US-TX		CASTELLANOS		0.005		54.197		2389		Houston
US-TX		WING		0.005		54.202		2390		Dallas
US-TX		WELLMAN		0.005		54.207		2391		Dallas
US-TX		SAYLOR		0.005		54.212		2392		Houston
US-TX		OROURKE		0.005		54.218		2393		Houston
US-TX		MOYA		0.005		54.223		2394		Austin
US-TX		MONTALVO		0.005		54.228		2395		Austin
US-TX		KILPATRICK		0.005		54.234		2396		Dallas
US-TX		HARLEY		0.005		54.239		2397		Dallas
US-TX		DURBIN		0.005		54.244		2398		Houston
US-TX		SHELL		0.005		54.249		2399		Dallas
US-TX		OLDHAM		0.005		54.255		2400		Dallas
US-TX		KANG		0.005		54.26		2401		Austin
US-TX		GARVIN		0.005		54.265		2402		Houston
US-TX		FOSS		0.005		54.27		2403		Houston
US-TX		BRANHAM		0.005		54.276		2404		Houston
US-TX		BARTHOLOMEW		0.005		54.281		2405		Austin
US-TX		TEMPLETON		0.005		54.286		2406		Dallas
US-TX		MAGUIRE		0.005		54.291		2407		Austin
US-TX		HOLTON		0.005		54.297		2408		Dallas
US-TX		ALONSO		0.005		54.302		2409		Austin
US-TX		RIDER		0.005		54.307		2410		Austin
US-TX		MONAHAN		0.005		54.312		2411		Houston
US-TX		MCCORMACK		0.005		54.318		2412		Houston
US-TX		BEATY		0.005		54.323		2413		Austin
US-TX		ANDERS		0.005		54.328		2414		Dallas
US-TX		STREETER		0.005		54.333		2415		Austin
US-TX		NIETO		0.005		54.338		2416		Houston
US-TX		NIELSON		0.005		54.344		2417		Austin
US-TX		MOFFETT		0.005		54.349		2418		Dallas
US-TX		LANKFORD		0.005		54.354		2419		Dallas
US-TX		KEATING		0.005		54.359		2420		Austin
US-TX		HECK		0.005		54.365		2421		Austin
US-TX		GATLIN		0.005		54.37		2422		Dallas
US-TX		DELATORRE		0.005		54.375		2423		Austin
US-TX		CALLAWAY		0.005		54.38		2424		Austin
US-TX		ADCOCK		0.005		54.385		2425		Dallas
US-TX		WORRELL		0.005		54.391		2426		Dallas
US-TX		UNGER		0.005		54.396		2427		Dallas
US-TX		ROBINETTE		0.005		54.401		2428		Austin
US-TX		NOWAK		0.005		54.406		2429		Austin
US-TX		JETER		0.005		54.411		2430		Austin
US-TX		BRUNNER		0.005		54.417		2431		Dallas
US-TX		ASHTON		0.005		54.422		2432		Houston
US-TX		STEEN		0.005		54.427		2433		Houston
US-TX		PARROTT		0.005		54.432		2434		Houston
US-TX		OVERSTREET		0.005		54.437		2435		Austin
US-TX		NOBLES		0.005		54.443		2436		Houston
US-TX		MONTANEZ		0.005		54.448		2437		Austin
US-TX		LUTHER		0.005		54.453		2438		Dallas
US-TX		CLEVENGER		0.005		54.458		2439		Dallas
US-TX		BRINKLEY		0.005		54.463		2440		Houston
US-TX		TRAHAN		0.005		54.468		2441		Austin
US-TX		QUARLES		0.005		54.474		2442		Houston
US-TX		PICKERING		0.005		54.479		2443		Houston
US-TX		PEDERSON		0.005		54.484		2444		Dallas
US-TX		JANSEN		0.005		54.489		2445		Austin
US-TX		GRANTHAM		0.005		54.494		2446		Austin
US-TX		GILCHRIST		0.005		54.499		2447		Austin
US-TX		CRESPO		0.005		54.505		2448		Houston
US-TX		AIKEN		0.005		54.51		2449		Dallas
US-TX		SCHELL		0.005		54.515		2450		Austin
US-TX		SCHAEFFER		0.005		54.52		2451		Dallas
US-TX		LORENZ		0.005		54.525		2452		Austin
US-TX		LEYVA		0.005		54.53		2453		Houston
US-TX		HARMS		0.005		54.536		2454		Houston
US-TX		DYSON		0.005		54.541		2455		Dallas
US-TX		WALLIS		0.005		54.546		2456		Dallas
US-TX		PEASE		0.005		54.551		2457		Dallas
US-TX		LEAVITT		0.005		54.556		2458		Dallas
US-TX		HYMAN		0.005		54.561		2459		Houston
US-TX		CHENG		0.005		54.566		2460		Dallas
US-TX		CAVANAUGH		0.005		54.571		2461		Houston
US-TX		BATTS		0.005		54.577		2462		Houston
US-TX		WARDEN		0.005		54.582		2463		Austin
US-TX		SEAMAN		0.005		54.587		2464		Houston
US-TX		ROCKWELL		0.005		54.592		2465		Dallas
US-TX		QUEZADA		0.005		54.597		2466		Dallas
US-TX		PAXTON		0.005		54.602		2467		Houston
US-TX		LINDER		0.005		54.607		2468		Dallas
US-TX		HOUCK		0.005		54.612		2469		Dallas
US-TX		FONTAINE		0.005		54.618		2470		Austin
US-TX		DURANT		0.005		54.623		2471		Houston
US-TX		CARUSO		0.005		54.628		2472		Houston
US-TX		ADLER		0.005		54.633		2473		Austin
US-TX		PIMENTEL		0.005		54.638		2474		Dallas
US-TX		MIZE		0.005		54.643		2475		Dallas
US-TX		LYTLE		0.005		54.648		2476		Dallas
US-TX		DONALD		0.005		54.653		2477		Austin
US-TX		CLEARY		0.005		54.658		2478		Dallas
US-TX		CASON		0.005		54.664		2479		Dallas
US-TX		ACKER		0.005		54.669		2480		Austin
US-TX		SWITZER		0.005		54.674		2481		Houston
US-TX		SALMON		0.005		54.679		2482		Houston
US-TX		ISAACS		0.005		54.684		2483		Houston
US-TX		HIGGINBOTHAM		0.005		54.689		2484		Dallas
US-TX		HAN		0.005		54.694		2485		Houston
US-TX		WATERMAN		0.005		54.699		2486		Austin
US-TX		VANDYKE		0.005		54.704		2487		Dallas
US-TX		STAMPER		0.005		54.709		2488		Dallas
US-TX		SISK		0.005		54.714		2489		Houston
US-TX		SHULER		0.005		54.719		2490		Austin
US-TX		RIDDICK		0.005		54.724		2491		Dallas
US-TX		REDMAN		0.005		54.73		2492		Dallas
US-TX		MCMAHAN		0.005		54.735		2493		Houston
US-TX		LEVESQUE		0.005		54.74		2494		Dallas
US-TX		HATTON		0.005		54.745		2495		Houston
US-TX		BRONSON		0.005		54.75		2496		Dallas
US-TX		BOLLINGER		0.005		54.755		2497		Houston
US-TX		ARNETT		0.005		54.76		2498		Houston
US-TX		OKEEFE		0.005		54.765		2499		Austin
US-TX		GERBER		0.005		54.77		2500		Austin
US-TX		GANNON		0.005		54.775		2501		Dallas
US-TX		FARNSWORTH		0.005		54.78		2502		Houston
US-TX		BAUGHMAN		0.005		54.785		2503		Austin
US-TX		SILVERMAN		0.005		54.79		2504		Dallas
US-TX		SATTERFIELD		0.005		54.795		2505		Austin
US-TX		ROYAL		0.005		54.8		2506		Dallas
US-TX		MCCRARY		0.005		54.805		2507		Austin
US-TX		KOWALSKI		0.005		54.81		2508		Austin
US-TX		JOY		0.005		54.816		2509		Austin
US-TX		GRIGSBY		0.005		54.821		2510		Houston
US-TX		GRECO		0.005		54.826		2511		Dallas
US-TX		CABRAL		0.005		54.831		2512		Houston
US-TX		TROUT		0.005		54.836		2513		Dallas
US-TX		RINEHART		0.005		54.841		2514		Austin
US-TX		MAHON		0.005		54.846		2515		Dallas
US-TX		LINTON		0.005		54.851		2516		Houston
US-TX		GOODEN		0.005		54.856		2517		Austin
US-TX		CURLEY		0.005		54.861		2518		Dallas
US-TX		BAUGH		0.005		54.866		2519		Houston
US-TX		WYMAN		0.005		54.871		2520		Dallas
US-TX		WEINER		0.005		54.876		2521		Austin
US-TX		SCHWAB		0.005		54.881		2522		Austin
US-TX		SCHULER		0.005		54.886		2523		Dallas
US-TX		MORRISSEY		0.005		54.891		2524		Dallas
US-TX		MAHAN		0.005		54.896		2525		Austin
US-TX		COY		0.005		54.901		2526		Dallas
US-TX		BUNN		0.005		54.906		2527		Houston
US-TX		ANDREW		0.005		54.911		2528		Houston
US-TX		THRASHER		0.005		54.916		2529		Austin
US-TX		SPEAR		0.005		54.921		2530		Houston
US-TX		WAGGONER		0.005		54.926		2531		Houston
US-TX		SHELLEY		0.005		54.931		2532		Houston
US-TX		ROBERT		0.005		54.936		2533		Dallas
US-TX		QUALLS		0.005		54.941		2534		Austin
US-TX		PURDY		0.005		54.946		2535		Dallas
US-TX		MCWHORTER		0.005		54.951		2536		Houston
US-TX		MAULDIN		0.005		54.956		2537		Houston
US-TX		MARK		0.005		54.961		2538		Austin
US-TX		JORDON		0.005		54.966		2539		Houston
US-TX		GILMAN		0.005		54.971		2540		Dallas
US-TX		PERRYMAN		0.005		54.976		2541		Houston
US-TX		NEWSOM		0.005		54.981		2542		Austin
US-TX		MENARD		0.005		54.985		2543		Austin
US-TX		MARTINO		0.005		54.99		2544		Austin
US-TX		GRAF		0.005		54.995		2545		Dallas
US-TX		BILLINGSLEY		0.005		55		2546		Houston
US-TX		ARTIS		0.005		55.005		2547		Austin
US-TX		SIMPKINS		0.005		55.01		2548		Austin
US-TX		SALISBURY		0.005		55.015		2549		Austin
US-TX		QUINTANILLA		0.005		55.02		2550		Austin
US-TX		GILLILAND		0.005		55.025		2551		Austin
US-TX		FRALEY		0.005		55.03		2552		Austin
US-TX		FOUST		0.005		55.035		2553		Houston
US-TX		CROUSE		0.005		55.04		2554		Houston
US-TX		SCARBOROUGH		0.005		55.045		2555		Austin
US-TX		NGO		0.005		55.05		2556		Houston
US-TX		GRISSOM		0.005		55.055		2557		Austin
US-TX		FULTZ		0.005		55.06		2558		Houston
US-TX		RICO		0.005		55.065		2559		Dallas
US-TX		MARLOW		0.005		55.069		2560		Houston
US-TX		MARKHAM		0.005		55.074		2561		Austin
US-TX		MADRIGAL		0.005		55.079		2562		Dallas
US-TX		LAWTON		0.005		55.084		2563		Austin
US-TX		BARFIELD		0.005		55.089		2564		Houston
US-TX		WHITING		0.005		55.094		2565		Dallas
US-TX		VARNEY		0.005		55.099		2566		Houston
US-TX		SCHWARZ		0.005		55.104		2567		Austin
US-TX		HUEY		0.005		55.109		2568		Austin
US-TX		GOOCH		0.005		55.114		2569		Dallas
US-TX		ARCE		0.005		55.119		2570		Dallas
US-TX		WHEAT		0.005		55.123		2571		Austin
US-TX		TRUONG		0.005		55.128		2572		Austin
US-TX		POULIN		0.005		55.133		2573		Houston
US-TX		MACKENZIE		0.005		55.138		2574		Austin
US-TX		LEONE		0.005		55.143		2575		Austin
US-TX		HURTADO		0.005		55.148		2576		Dallas
US-TX		SELBY		0.005		55.153		2577		Houston
US-TX		GAITHER		0.005		55.158		2578		Houston
US-TX		FORTNER		0.005		55.162		2579		Houston
US-TX		CULPEPPER		0.005		55.167		2580		Houston
US-TX		COUGHLIN		0.005		55.172		2581		Houston
US-TX		BRINSON		0.005		55.177		2582		Austin
US-TX		BOUDREAU		0.005		55.182		2583		Austin
US-TX		BARKLEY		0.005		55.187		2584		Austin
US-TX		BALES		0.005		55.192		2585		Austin
US-TX		STEPP		0.005		55.196		2586		Houston
US-TX		HOLM		0.005		55.201		2587		Houston
US-TX		TAN		0.005		55.206		2588		Austin
US-TX		SCHILLING		0.005		55.211		2589		Houston
US-TX		MORRELL		0.005		55.216		2590		Houston
US-TX		KAHN		0.005		55.221		2591		Dallas
US-TX		HEATON		0.005		55.225		2592		Houston
US-TX		GAMEZ		0.005		55.23		2593		Austin
US-TX		DOUGLASS		0.005		55.235		2594		Dallas
US-TX		CAUSEY		0.005		55.24		2595		Austin
US-TX		BROTHERS		0.005		55.245		2596		Dallas
US-TX		TURPIN		0.005		55.25		2597		Houston
US-TX		SHANKS		0.005		55.254		2598		Houston
US-TX		SCHRADER		0.005		55.259		2599		Houston
US-TX		MEEK		0.005		55.264		2600		Houston
US-TX		ISOM		0.005		55.269		2601		Austin
US-TX		HARDISON		0.005		55.274		2602		Houston
US-TX		CARRANZA		0.005		55.278		2603		Houston
US-TX		YANEZ		0.005		55.283		2604		Houston
US-TX		WAY		0.005		55.288		2605		Austin
US-TX		SCROGGINS		0.005		55.293		2606		Houston
US-TX		SCHOFIELD		0.005		55.298		2607		Houston
US-TX		RUNYON		0.005		55.302		2608		Houston
US-TX		RATCLIFF		0.005		55.307		2609		Dallas
US-TX		MURRELL		0.005		55.312		2610		Austin
US-TX		MOELLER		0.005		55.317		2611		Dallas
US-TX		IRBY		0.005		55.322		2612		Houston
US-TX		CURRIER		0.005		55.326		2613		Houston
US-TX		BUTTERFIELD		0.005		55.331		2614		Dallas
US-TX		YEE		0.005		55.336		2615		Austin
US-TX		RALSTON		0.005		55.341		2616		Dallas
US-TX		PULLEN		0.005		55.346		2617		Dallas
US-TX		PINSON		0.005		55.35		2618		Dallas
US-TX		ESTEP		0.005		55.355		2619		Dallas
US-TX		EAST		0.005		55.36		2620		Dallas
US-TX		CARBONE		0.005		55.365		2621		Austin
US-TX		LANCE		0.005		55.37		2622		Austin
US-TX		HAWKS		0.005		55.374		2623		Houston
US-TX		ELLINGTON		0.005		55.379		2624		Dallas
US-TX		CASILLAS		0.005		55.384		2625		Austin
US-TX		SPURLOCK		0.005		55.389		2626		Houston
US-TX		SIKES		0.005		55.393		2627		Houston
US-TX		MOTLEY		0.005		55.398		2628		Dallas
US-TX		MCCARTNEY		0.005		55.403		2629		Houston
US-TX		KRUGER		0.005		55.408		2630		Dallas
US-TX		ISBELL		0.005		55.412		2631		Austin
US-TX		HOULE		0.005		55.417		2632		Dallas
US-TX		FRANCISCO		0.005		55.422		2633		Houston
US-TX		BURK		0.005		55.427		2634		Houston
US-TX		BONE		0.005		55.431		2635		Austin
US-TX		TOMLIN		0.005		55.436		2636		Austin
US-TX		SHELBY		0.005		55.441		2637		Houston
US-TX		QUIGLEY		0.005		55.446		2638		Houston
US-TX		NEUMANN		0.005		55.45		2639		Dallas
US-TX		LOVELACE		0.005		55.455		2640		Austin
US-TX		FENNELL		0.005		55.46		2641		Dallas
US-TX		COLBY		0.005		55.465		2642		Austin
US-TX		CHEATHAM		0.005		55.469		2643		Houston
US-TX		BUSTAMANTE		0.005		55.474		2644		Austin
US-TX		SKIDMORE		0.005		55.479		2645		Houston
US-TX		HIDALGO		0.005		55.483		2646		Houston
US-TX		FORMAN		0.005		55.488		2647		Dallas
US-TX		CULP		0.005		55.493		2648		Dallas
US-TX		BOWENS		0.005		55.498		2649		Dallas
US-TX		BETANCOURT		0.005		55.502		2650		Austin
US-TX		AQUINO		0.005		55.507		2651		Austin
US-TX		ROBB		0.005		55.512		2652		Austin
US-TX		REA		0.005		55.516		2653		Austin
US-TX		MILNER		0.005		55.521		2654		Dallas
US-TX		MARTEL		0.005		55.526		2655		Austin
US-TX		GRESHAM		0.005		55.531		2656		Dallas
US-TX		WILES		0.005		55.535		2657		Dallas
US-TX		RICKETTS		0.005		55.54		2658		Dallas
US-TX		GAVIN		0.005		55.545		2659		Houston
US-TX		DOWD		0.005		55.549		2660		Austin
US-TX		COLLAZO		0.005		55.554		2661		Dallas
US-TX		BOSTIC		0.005		55.559		2662		Austin
US-TX		BLAKELY		0.005		55.563		2663		Austin
US-TX		SHERROD		0.005		55.568		2664		Houston
US-TX		POWER		0.005		55.573		2665		Austin
US-TX		KENYON		0.005		55.577		2666		Austin
US-TX		GANDY		0.005		55.582		2667		Houston
US-TX		EBERT		0.005		55.587		2668		Houston
US-TX		DELOACH		0.005		55.591		2669		Houston
US-TX		CARY		0.005		55.596		2670		Austin
US-TX		BULL		0.005		55.601		2671		Austin
US-TX		ALLARD		0.005		55.606		2672		Dallas
US-TX		SAUER		0.005		55.61		2673		Dallas
US-TX		ROBINS		0.005		55.615		2674		Dallas
US-TX		OLIVARES		0.005		55.619		2675		Austin
US-TX		GILLETTE		0.005		55.624		2676		Dallas
US-TX		CHESTNUT		0.005		55.629		2677		Austin
US-TX		BOURQUE		0.005		55.633		2678		Dallas
US-TX		PAINE		0.005		55.638		2679		Houston
US-TX		LYMAN		0.005		55.643		2680		Austin
US-TX		HITE		0.005		55.647		2681		Houston
US-TX		HAUSER		0.005		55.652		2682		Austin
US-TX		DEVORE		0.005		55.657		2683		Austin
US-TX		CRAWLEY		0.005		55.661		2684		Dallas
US-TX		CHAPA		0.005		55.666		2685		Dallas
US-TX		VU		0.005		55.671		2686		Austin
US-TX		TOBIAS		0.005		55.675		2687		Dallas
US-TX		TALBERT		0.005		55.68		2688		Austin
US-TX		POINDEXTER		0.005		55.684		2689		Austin
US-TX		MILLARD		0.005		55.689		2690		Dallas
US-TX		MEADOR		0.005		55.694		2691		Houston
US-TX		MCDUFFIE		0.005		55.698		2692		Houston
US-TX		MATTOX		0.005		55.703		2693		Austin
US-TX		KRAUS		0.005		55.708		2694		Austin
US-TX		HARKINS		0.005		55.712		2695		Dallas
US-TX		CHOATE		0.005		55.717		2696		Austin
US-TX		BESS		0.005		55.721		2697		Houston
US-TX		WREN		0.005		55.726		2698		Dallas
US-TX		SLEDGE		0.005		55.731		2699		Dallas
US-TX		SANBORN		0.005		55.735		2700		Houston
US-TX		OUTLAW		0.005		55.74		2701		Houston
US-TX		KINDER		0.005		55.745		2702		Houston
US-TX		GEARY		0.005		55.749		2703		Dallas
US-TX		CORNWELL		0.005		55.754		2704		Houston
US-TX		BARCLAY		0.005		55.758		2705		Austin
US-TX		ADAM		0.005		55.763		2706		Austin
US-TX		ABNEY		0.005		55.768		2707		Dallas
US-TX		SEWARD		0.005		55.772		2708		Houston
US-TX		RHOADS		0.005		55.777		2709		Austin
US-TX		HOWLAND		0.005		55.781		2710		Dallas
US-TX		FORTIER		0.005		55.786		2711		Austin
US-TX		EASTER		0.005		55.791		2712		Austin
US-TX		BENNER		0.005		55.795		2713		Houston
US-TX		VINES		0.005		55.8		2714		Houston
US-TX		TUBBS		0.005		55.804		2715		Dallas
US-TX		TROUTMAN		0.005		55.809		2716		Austin
US-TX		RAPP		0.005		55.813		2717		Dallas
US-TX		NOE		0.005		55.818		2718		Dallas
US-TX		MCCURDY		0.005		55.823		2719		Dallas
US-TX		HARDER		0.005		55.827		2720		Houston
US-TX		DELUCA		0.005		55.832		2721		Austin
US-TX		WESTMORELAND		0.005		55.836		2722		Dallas
US-TX		SOUTH		0.005		55.841		2723		Houston
US-TX		HAVENS		0.005		55.845		2724		Austin
US-TX		GUAJARDO		0.005		55.85		2725		Houston
US-TX		ELY		0.005		55.855		2726		Dallas
US-TX		CLARY		0.005		55.859		2727		Austin
US-TX		SEAL		0.005		55.864		2728		Dallas
US-TX		MEEHAN		0.005		55.868		2729		Dallas
US-TX		HERZOG		0.005		55.873		2730		Dallas
US-TX		GUILLEN		0.005		55.877		2731		Houston
US-TX		ASHCRAFT		0.005		55.882		2732		Austin
US-TX		WAUGH		0.005		55.886		2733		Dallas
US-TX		RENNER		0.005		55.891		2734		Austin
